# Candidate repositories for the corpus that are not in it yet.
#
# Two batches, both filtered to repos that are not archived, not forks, and
# actually contain .erb files:
#
#   1. Herb adopters, discovered with `bin/corpus discover` (GitHub code
#      search for .herb.yml, @herb-tools in package.json, and gem "herb" in
#      a Gemfile). GitHub's REST code search cannot do path globs, so this
#      relies on filename:/extension: plus a free-text term.
#
#   2. A path-based sweep for `**/*.html.erb` and `**/.herb.yml` via the
#      Sourcegraph public search API, which does support path regexes:
#        curl -s 'https://sourcegraph.com/.api/search/stream?q=file:\.html\.erb$%20select:repo%20count:all&v=V3&t=regexp&display=20000' \
#          -H 'accept: text/event-stream'
#      Capped at repos with >= 50 .html.erb files, then deduped against
#      corpus.yml by canonical repo name so renames (thepracticaldev/dev.to
#      -> forem/forem) do not sneak back in as duplicates.
#
# Columns: repo, branch, license, redistributable, name
# Blank branch means detect the default. Unverified licenses are marked
# redistributable=false so nothing ships until someone reads the license.
#
# Import with:  bin/corpus add --from discovered/candidates.tsv
#
# erb counts at time of discovery are in the trailing comment on each row.

# --- Batch 2: Sourcegraph path sweep, 2026-08-02 ---
#
# 4,219 public repos contain .html.erb and 347 contain .rhtml, which Herb
# parses the same way. 4,052 of those were new. Capped at >= 50 templates
# (.html.erb + .rhtml) per repo, then dropped 9 already in the corpus under
# a renamed slug, 4 archived, and 3 that carry a .herb.yml but ship no
# templates at all.
#
# The counts below are every **/*.erb and **/*.rhtml on the default branch,
# from the git tree API; a trailing + means the tree response was truncated
# so the count is a floor.
#
shirasagi/shirasagi		MIT	true		# 4543 erb, 117 stars, pushed 2026-07-31, via html.erb
yasslab/sample_apps		unknown	false		# 1672 erb, 362 stars, pushed 2026-07-31, via html.erb
decidim/decidim		AGPL-3.0	true		# 1490 erb, 1797 stars, pushed 2026-08-01, via html.erb
bitquery/explorer		MIT	true		# 1273 erb, 152 stars, pushed 2026-07-31, via html.erb
chengdh/manage-huo-baby		MIT	true		# 1144 erb, 58 stars, pushed 2021-06-10, via html.erb
DFE-Digital/apply-for-teacher-training		MIT	true		# 1132 erb, 38 stars, pushed 2026-07-31, via html.erb
osunyorg/admin		MIT	true		# 1113 erb, 49 stars, pushed 2026-07-30, via html.erb
noosfero/noosfero		AGPL-3.0	true		# 1104 erb + 3 rhtml, 76 stars, pushed 2026-06-21, via html.erb
seek4science/seek		BSD-3-Clause	true		# 1042 erb, 96 stars, pushed 2026-07-31, via html.erb
SpeciesFileGroup/taxonworks		MIT	true		# 997 erb, 115 stars, pushed 2026-08-01, via html.erb
consuldemocracy/consuldemocracy		AGPL-3.0	true		# 983 erb, 1539 stars, pushed 2026-08-01, via html.erb
powerhome/playbook		ISC	true		# 954 erb, 38 stars, pushed 2026-07-31, via html.erb
FreeUKGen/MyopicVicar		unknown	false		# 929 erb, 48 stars, pushed 2026-07-31, via html.erb
hackclub/hcb		AGPL-3.0	true		# 910 erb, 862 stars, pushed 2026-08-02, via html.erb
robbin/javaeye3		unknown	false		# 559 erb + 333 rhtml, 65 stars, pushed 2026-01-17, via html.erb
projectfedena/fedena		unknown	false		# 826 erb + 2 rhtml, 545 stars, pushed 2020-05-18, via html.erb
next-l/enju_leaf		MIT	true		# 819 erb, 129 stars, pushed 2026-08-01, via html.erb
gamelayers/PMOG-OS		unknown	false		# 709 erb + 55 rhtml, 42 stars, pushed 2018-11-22, via html.erb
phusion/passenger_library		unknown	false		# 759 erb, 51 stars, pushed 2026-07-22, via html.erb
cykod/Webiva		GPL-2.0	true		# 339 erb + 397 rhtml, 176 stars, pushed 2018-08-13, via html.erb
getrailsui/railsui		unknown	false		# 734 erb, 615 stars, pushed 2026-06-08, via html.erb
jgilliam/nb-deprecated		unknown	false		# 678 erb, 61 stars, pushed 2010-10-06, via html.erb
codeforamerica/vita-min		MIT	true		# 675 erb, 33 stars, pushed 2026-07-31, via html.erb
projectfedena/fedena_v2.1		unknown	false		# 661 erb + 2 rhtml, 32 stars, pushed 2011-12-31, via html.erb
jacksonpires/rails_completo_udemy		unknown	false		# 659 erb, 64 stars, pushed 2023-01-19, via html.erb
xlsuite/xlsuite		GPL-2.0	true		# 624 erb + 30 rhtml, 211 stars, pushed 2024-12-01, via html.erb
we-promise/sure		AGPL-3.0	true		# 638 erb, 9248 stars, pushed 2026-08-02, via html.erb
oneops/oneops		Apache-2.0	true		# 630 erb, 158 stars, pushed 2021-10-27, via html.erb
baobab/bart		unknown	false		# 153 erb + 451 rhtml, 42 stars, pushed 2014-02-28, via html.erb
PopulateTools/gobierto		AGPL-3.0	true		# 598 erb, 79 stars, pushed 2026-08-01, via html.erb
e621ng/e621ng		unknown	false		# 596 erb, 551 stars, pushed 2026-08-01, via html.erb
projectfedena/projectfedena_v2.0		Apache-2.0	true		# 356 erb + 220 rhtml, 94 stars, pushed 2010-09-26, via html.erb
skyderby/skyderby		unknown	false		# 571 erb, 84 stars, pushed 2026-07-31, via html.erb
techiferous/tabulous		unknown	false		# 568 erb, 322 stars, pushed 2017-01-29, via html.erb
riseuplabs/crabgrass-old		unknown	false		# 439 erb + 127 rhtml, 80 stars, pushed 2016-01-12, via html.erb
sanger/sequencescape		MIT	true		# 547 erb + 1 rhtml, 111 stars, pushed 2026-08-02, via html.erb
opencongress/opencongress		GPL-3.0	true		# 525 erb + 5 rhtml, 168 stars, pushed 2015-11-06, via html.erb
redmica/redmica		unknown	false		# 523 erb, 117 stars, pushed 2026-07-31, via html.erb
rails/rails		MIT	true		# 513 erb, 58663 stars, pushed 2026-08-02, via html.erb
scinote-eln/scinote-web		unknown	false		# 512 erb, 304 stars, pushed 2026-07-31, via html.erb
wycats/merb		MIT	true		# 492 erb + 11 rhtml, 340 stars, pushed 2020-03-19, via html.erb
CyberAula/vish		AGPL-3.0	true		# 492 erb, 138 stars, pushed 2024-04-07, via html.erb
SplitTime/OpenSplitTime		MIT	true		# 491 erb, 32 stars, pushed 2026-07-30, via html.erb
Suave/1kg.org		unknown	false		# 480 erb + 9 rhtml, 38 stars, pushed 2013-12-11, via html.erb
etewiah/property_web_builder		MIT	true		# 488 erb, 630 stars, pushed 2026-08-01, via html.erb
danbooru/danbooru		unknown	false		# 486 erb, 2772 stars, pushed 2026-07-23, via html.erb
airesis/airesis		AGPL-3.0	true		# 484 erb, 121 stars, pushed 2023-03-09, via html.erb
Bettermeans/bettermeans		unknown	false		# 482 erb + 1 rhtml, 249 stars, pushed 2022-10-19, via html.erb
portabilis/i-diario		unknown	false		# 480 erb, 117 stars, pushed 2026-06-25, via html.erb
edavis10/redmine		unknown	false	edavis10-redmine	# 446 erb, 2437 stars, pushed 2022-04-10, via html.erb
khonsou/MEIZU-ISSUES		unknown	false		# 438 erb, 82 stars, pushed 2021-02-08, via html.erb
GSA/touchpoints		unknown	false		# 433 erb, 67 stars, pushed 2026-07-30, via html.erb
illacceptanything/illacceptanything		MIT	true		# 433 erb, 1961 stars, pushed 2026-04-20, via html.erb
timothyf/EngineY		unknown	false		# 433 erb, 185 stars, pushed 2011-03-16, via html.erb
TarteelAI/quranic-universal-library		MIT	true		# 424 erb, 955 stars, pushed 2026-07-28, via html.erb
hackclub/stardance		unknown	false		# 424 erb, 89 stars, pushed 2026-08-01, via html.erb
dvarrui/libro-de-actividades		unknown	false		# 260 erb + 163 rhtml, 82 stars, pushed 2026-06-23, via html.erb
indentlabs/notebook		MIT	true		# 416 erb, 407 stars, pushed 2026-07-29, via html.erb
expertiza/expertiza		MIT	true		# 415 erb, 194 stars, pushed 2026-05-10, via html.erb
rauversion/rauversion		AGPL-3.0	true		# 414 erb, 122 stars, pushed 2026-07-30, via html.erb
3scale/porta		Apache-2.0	true		# 394 erb, 78 stars, pushed 2026-07-31, via html.erb
docusealco/docuseal		AGPL-3.0	true		# 391 erb, 18174 stars, pushed 2026-07-27, via html.erb
rammpeter/panorama		GPL-3.0	true		# 390 erb, 37 stars, pushed 2026-07-27, via html.erb
themarshallproject/open-endrun		MIT	true		# 387 erb, 38 stars, pushed 2016-10-19, via html.erb
spob/openmind		unknown	false		# 162 erb + 223 rhtml, 113 stars, pushed 2012-02-16, via html.erb
ging/social_stream		MIT	true		# 374 erb, 1121 stars, pushed 2020-10-17, via html.erb
cercomp/weby		unknown	false		# 371 erb, 52 stars, pushed 2026-07-21, via html.erb
cesarediaz/inventory		unknown	false		# 325 erb + 41 rhtml, 36 stars, pushed 2010-07-29, via html.erb
enechange/EnergyDataSimulationChallenge		unknown	false		# 365 erb, 74 stars, pushed 2023-02-11, via html.erb
CanineHQ/canine		Apache-2.0	true		# 358 erb, 2910 stars, pushed 2026-08-02, via html.erb
dhanasingh/redmine_wktime		unknown	false		# 350 erb, 130 stars, pushed 2026-07-31, via html.erb
acangiano/ruby-benchmark-suite		unknown	false		# 185 erb + 162 rhtml, 165 stars, pushed 2013-11-15, via html.erb
chicago-tool-library/circulate		unknown	false		# 345 erb, 107 stars, pushed 2026-07-31, via html.erb
baizhiheizi/quill		Apache-2.0	true		# 344 erb, 69 stars, pushed 2026-08-02, via html.erb
aces/cbrain		GPL-3.0	true		# 340 erb, 82 stars, pushed 2026-07-31, via html.erb
bullet-train-co/bullet_train-core		unknown	false		# 339 erb, 68 stars, pushed 2026-07-27, via html.erb
mlibrary/heliotrope		Apache-2.0	true		# 336 erb, 52 stars, pushed 2026-08-01, via html.erb
houdiniproject/houdini		unknown	false		# 331 erb, 234 stars, pushed 2026-07-17, via html.erb
pulibrary/figgy		unknown	false		# 322 erb, 40 stars, pushed 2026-08-02, via html.erb
spot-us/spot-us		unknown	false		# 299 erb + 21 rhtml, 359 stars, pushed 2013-12-02, via html.erb
inaturalist/inaturalist		MIT	true		# 317 erb + 2 rhtml, 839 stars, pushed 2026-08-02, via html.erb
tramlinehq/tramline		Apache-2.0	true		# 318 erb, 402 stars, pushed 2026-07-21, via html.erb
public-accountability/littlesis-rails		GPL-3.0	true		# 317 erb, 115 stars, pushed 2026-07-27, via html.erb
FDA/precisionFDA		unknown	false		# 314 erb, 67 stars, pushed 2026-06-10, via html.erb
douglara/woofed-crm		MIT	true		# 310 erb, 185 stars, pushed 2026-07-17, via html.erb
rubyroidlabs/bsuir-courses		unknown	false		# 309 erb, 43 stars, pushed 2018-04-28, via html.erb
codeforamerica/michigan-benefits		MIT	true		# 306 erb, 30 stars, pushed 2018-11-16, via html.erb
codidact/qpixel		AGPL-3.0	true		# 306 erb, 439 stars, pushed 2026-08-02, via html.erb
wallaby-rails/wallaby-rails		unknown	false		# 305 erb, 218 stars, pushed 2026-07-28, via html.erb
rubys/showcase		MIT	true		# 304 erb, 36 stars, pushed 2026-07-27, via html.erb
cloudnativedaysjp/dreamkast		MIT	true		# 299 erb, 32 stars, pushed 2026-08-02, via html.erb
primer/view_components		MIT	true		# 299 erb, 580 stars, pushed 2026-08-01, via html.erb
haplo-org/haplo		unknown	false		# 297 erb, 42 stars, pushed 2023-05-19, via html.erb
gather-community/gather		MIT	true		# 295 erb, 41 stars, pushed 2026-07-20, via html.erb
egotter/egotter		unknown	false		# 294 erb, 36 stars, pushed 2026-04-05, via html.erb
engineyard/rails_dev_directory		unknown	false		# 277 erb + 17 rhtml, 128 stars, pushed 2014-09-17, via html.erb
chuckfw/owaspbwa		unknown	false		# 46 erb + 247 rhtml, 312 stars, pushed 2024-03-13, via rhtml
dradis/dradis-ce		GPL-2.0	true		# 290 erb, 833 stars, pushed 2026-07-31, via html.erb
kdmny/redmine-heroku		unknown	false		# 46 erb + 242 rhtml, 46 stars, pushed 2010-02-04, via rhtml
liwei78/rails-practice-code		unknown	false		# 286 erb, 70 stars, pushed 2017-02-19, via html.erb
osssanitizer/maloss		MIT	true		# 286 erb, 140 stars, pushed 2022-10-05, via html.erb
hackclub/auth		unknown	false		# 283 erb, 79 stars, pushed 2026-07-31, via html.erb
galeki/chito		MIT	true		# 277 erb, 94 stars, pushed 2022-07-21, via html.erb
middleman/middleman		MIT	true		# 276 erb, 7112 stars, pushed 2026-07-30, via html.erb
dmitryame/echowaves		MIT	true		# 255 erb + 20 rhtml, 195 stars, pushed 2011-10-27, via html.erb
berk/tr8n		MIT	true		# 271 erb, 278 stars, pushed 2015-02-05, via html.erb
insoshi/insoshi		MIT	true		# 261 erb + 9 rhtml, 1566 stars, pushed 2022-08-01, via html.erb
qiushibaike/moumentei		unknown	false		# 269 erb, 371 stars, pushed 2014-08-27, via html.erb
hackclub/flavortown		unknown	false		# 268 erb, 86 stars, pushed 2026-07-30, via html.erb
spaquet/listopia		AGPL-3.0	true		# 265 erb, 38 stars, pushed 2026-07-31, via html.erb
DMPRoadmap/roadmap		MIT	true		# 258 erb, 118 stars, pushed 2026-07-31, via html.erb
thinkdry/blank-application		AGPL-3.0	true		# 249 erb + 7 rhtml, 64 stars, pushed 2010-05-16, via html.erb
marcoroth/hotwire.io		MIT	true		# 255 erb, 175 stars, pushed 2026-01-20, via html.erb
samvera-deprecated/sufia		unknown	false		# 254 erb, 111 stars, pushed 2018-10-11, via html.erb
scottwillson/racing_on_rails		MIT	true		# 253 erb, 41 stars, pushed 2026-07-15, via html.erb
svenfuchs/adva_cms		MIT	true		# 253 erb, 489 stars, pushed 2013-08-14, via html.erb
scharfie/slate		unknown	false		# 216 erb + 36 rhtml, 44 stars, pushed 2009-03-15, via html.erb
jendewalt/jennifer_dewalt		MIT	true		# 250 erb, 1147 stars, pushed 2021-07-13, via html.erb
eggmantv/rails_advanced		unknown	false		# 249 erb, 30 stars, pushed 2016-09-24, via html.erb
publiclab/plots2		GPL-3.0	true		# 249 erb, 1017 stars, pushed 2025-12-04, via html.erb
assemblymade/meta		AGPL-3.0	true		# 243 erb, 187 stars, pushed 2016-02-16, via html.erb
brighton36/CoinPost		unknown	false		# 193 erb + 46 rhtml, 49 stars, pushed 2015-04-10, via html.erb
Embodied-Web-Agent/Embodied-Web-Agent		unknown	false		# 238 erb, 40 stars, pushed 2025-05-29, via html.erb
databasically/lowdown		unknown	false		# 216 erb + 21 rhtml, 88 stars, pushed 2020-02-29, via html.erb
deltabadger/deltabadger		AGPL-3.0	true		# 237 erb, 3 stars, pushed 2026-07-31, via html.erb
usnationalarchives/federalregister-web		unknown	false		# 236 erb, 52 stars, pushed 2025-11-15, via html.erb
simpledotorg/simple-server		MIT	true		# 235 erb, 78 stars, pushed 2026-08-01, via html.erb
Freika/dawarich		AGPL-3.0	true		# 234 erb, 9965 stars, pushed 2026-08-02, via html.erb
blegat/mathraining		unknown	false		# 234 erb, 70 stars, pushed 2026-07-27, via html.erb
broadinstitute/single_cell_portal_core		BSD-3-Clause	true		# 234 erb, 73 stars, pushed 2026-06-29, via html.erb
worknenjoy/truppie		MIT	true		# 234 erb, 48 stars, pushed 2023-01-03, via html.erb
OSC/ondemand		MIT	true		# 233 erb, 492 stars, pushed 2026-07-31, via html.erb
slovensko-digital/navody.digital		EUPL-1.2	true		# 233 erb, 52 stars, pushed 2026-07-24, via html.erb
professor/whiteboard		unknown	false		# 230 erb, 38 stars, pushed 2015-08-15, via html.erb
pubannotation/pubannotation		Apache-2.0	true		# 230 erb, 33 stars, pushed 2026-08-02, via html.erb
ReadyResponder/ReadyResponder		AGPL-3.0	true		# 229 erb, 108 stars, pushed 2023-01-19, via html.erb
crowdAI/crowdai		AGPL-3.0	true		# 229 erb, 152 stars, pushed 2023-01-19, via html.erb
rubyforgood/homeward-tails		MIT	true		# 229 erb, 94 stars, pushed 2026-01-30, via html.erb
sbounmy/hongbao_bitcoin		unknown	false		# 229 erb, 42 stars, pushed 2026-03-16, via html.erb
viky-ai/viky-ai		MIT	true		# 228 erb, 40 stars, pushed 2021-05-25, via html.erb
AjuntamentdeBarcelona/decidim.barcelona-legacy		AGPL-3.0	true		# 227 erb, 39 stars, pushed 2017-05-23, via html.erb
wolverin0/clawtrol		MIT	true		# 227 erb, 41 stars, pushed 2026-07-29, via html.erb
moebooru/moebooru		ISC	true		# 226 erb, 605 stars, pushed 2026-07-31, via html.erb
rubyforgood/mutual-aid		MIT	true		# 226 erb, 55 stars, pushed 2023-03-08, via html.erb
hackclub/summer-of-making		unknown	false		# 224 erb, 76 stars, pushed 2026-07-30, via html.erb
liaoziyang/stackneveroverflow		unknown	false		# 184 erb + 40 rhtml, 166 stars, pushed 2023-01-19, via html.erb
mrmrs/vimgifs		unknown	false		# 222 erb, 117 stars, pushed 2017-03-17, via html.erb
LHNCBC/phr		unknown	false		# 215 erb + 6 rhtml, 38 stars, pushed 2025-10-07, via html.erb
aquariumbio/aquarium		MIT	true		# 221 erb, 68 stars, pushed 2025-12-20, via html.erb
hulihanapplications/Opal		unknown	false		# 220 erb, 45 stars, pushed 2022-10-19, via html.erb
browsermedia/browsercms		LGPL-3.0	true		# 218 erb, 1167 stars, pushed 2022-07-21, via html.erb
ncatlab/nlab		unknown	false		# 166 erb + 52 rhtml, 226 stars, pushed 2025-03-15, via html.erb
projectblacklight/spotlight		unknown	false		# 217 erb, 168 stars, pushed 2026-07-31, via html.erb
risingsun/risealumni		unknown	false		# 196 erb + 17 rhtml, 41 stars, pushed 2009-11-05, via html.erb
testerhome/testerhome		unknown	false		# 212 erb, 48 stars, pushed 2016-11-15, via html.erb
fiosman/App-Academy		unknown	false		# 210 erb, 94 stars, pushed 2026-06-30, via html.erb
imownbey/docbox		unknown	false		# 170 erb + 40 rhtml, 53 stars, pushed 2008-11-08, via html.erb
lagotto/lagotto		MIT	true		# 209 erb, 105 stars, pushed 2022-12-14, via html.erb
potionfactory/potionstore		unknown	false		# 191 erb + 18 rhtml, 322 stars, pushed 2014-12-18, via html.erb
foradian/fluxday		Apache-2.0	true		# 208 erb, 475 stars, pushed 2019-07-09, via html.erb
IsraelDCastro/rails-vite-tailwindcss-template		unknown	false		# 207 erb, 98 stars, pushed 2025-11-14, via html.erb
CodeGrade/bottlenose		AGPL-3.0	true		# 206 erb, 43 stars, pushed 2024-11-22, via html.erb
podemos-info/participa		unknown	false		# 206 erb, 60 stars, pushed 2023-01-03, via html.erb
annict/annict		AGPL-3.0	true		# 205 erb, 774 stars, pushed 2026-08-01, via html.erb
presidentbeef/brakeman		unknown	false		# 205 erb, 7261 stars, pushed 2026-06-15, via html.erb
lazzarello/instiki-heroku		unknown	false		# 155 erb + 46 rhtml, 35 stars, pushed 2013-01-08, via html.erb
maglevhq/maglev-core		MIT	true		# 201 erb, 380 stars, pushed 2026-08-02, via html.erb
usetrmnl/terminus		MIT	true		# 201 erb, 669 stars, pushed 2026-07-31, via html.erb
Charcoal-SE/metasmoke		CC0-1.0	true		# 199 erb, 46 stars, pushed 2025-07-06, via html.erb
Purple-Stock/open-erp		MIT	true		# 195 erb, 197 stars, pushed 2026-03-17, via html.erb
aviflombaum/shadcn-rails		MIT	true		# 195 erb, 889 stars, pushed 2025-11-21, via html.erb
bountysource/core		MIT	true		# 194 erb, 644 stars, pushed 2023-09-03, via html.erb
IronLanguages/ironruby		unknown	false		# 181 erb + 10 rhtml, 102 stars, pushed 2024-01-06, via html.erb
autolab/Autolab		Apache-2.0	true		# 190 erb, 811 stars, pushed 2026-06-27, via html.erb
ninetwentyfour/Hospitium		unknown	false		# 190 erb, 37 stars, pushed 2021-07-19, via html.erb
sibprogrammer/owp		unknown	false		# 181 erb + 9 rhtml, 296 stars, pushed 2023-11-07, via html.erb
episod/oauth-dancer		unknown	false		# 176 erb + 12 rhtml, 83 stars, pushed 2011-10-30, via html.erb
maccman/saasy		MIT	true		# 174 erb + 14 rhtml, 524 stars, pushed 2009-08-03, via html.erb
gems-uff/sapos		MIT	true		# 187 erb, 31 stars, pushed 2026-08-02, via html.erb
somleng/somleng		MIT	true		# 187 erb, 98 stars, pushed 2026-07-30, via html.erb
citizensadvice/design-system		Apache-2.0	true		# 185 erb, 32 stars, pushed 2026-08-01, via html.erb
redox/rbdb		unknown	false		# 149 erb + 35 rhtml, 82 stars, pushed 2009-01-23, via html.erb
maquina-app/maquina_components		MIT	true		# 183 erb, 138 stars, pushed 2026-07-27, via html.erb
aiaio/mortimer		unknown	false		# 163 erb + 19 rhtml, 71 stars, pushed 2013-08-08, via html.erb
ThoughtWorksStudios/oauth2_provider		MIT	true		# 168 erb + 10 rhtml, 135 stars, pushed 2011-04-26, via html.erb
david-a-wheeler/railroader		MIT	true		# 177 erb, 48 stars, pushed 2022-12-14, via html.erb
berkmancenter/lumendatabase		GPL-2.0	true		# 174 erb, 166 stars, pushed 2026-06-29, via html.erb
banker/newsmonger		unknown	false		# 153 erb + 20 rhtml, 139 stars, pushed 2009-11-30, via html.erb
avalonmediasystem/avalon		Apache-2.0	true		# 172 erb, 100 stars, pushed 2026-07-30, via html.erb
Mission-Kontrol/MissionKontrol		AGPL-3.0	true		# 171 erb, 66 stars, pushed 2021-10-31, via html.erb
gesteves/denali		unknown	false		# 171 erb, 38 stars, pushed 2026-08-01, via html.erb
nctuplus/nctuplus		unknown	false		# 171 erb, 70 stars, pushed 2021-02-16, via html.erb
mumuki/mumuki-laboratory		AGPL-3.0	true		# 170 erb, 200 stars, pushed 2023-07-18, via html.erb
alphagov/govuk_publishing_components		MIT	true		# 169 erb, 91 stars, pushed 2026-07-31, via html.erb
emilesu/stock_finance_share		unknown	false		# 169 erb, 49 stars, pushed 2020-10-02, via html.erb
greasyfork-org/greasyfork		GPL-3.0	true		# 169 erb, 2037 stars, pushed 2026-08-01, via html.erb
jasonknight/salor-retail		unknown	false		# 169 erb, 85 stars, pushed 2022-12-08, via html.erb
queso/signal-wiki		MIT	true		# 128 erb + 41 rhtml, 71 stars, pushed 2017-07-04, via html.erb
jcnetdev/opensourcerails		unknown	false		# 146 erb + 22 rhtml, 48 stars, pushed 2009-02-27, via html.erb
nark/magicbox		MIT	true		# 168 erb, 46 stars, pushed 2021-12-16, via html.erb
shageman/component-based-rails-applications-book		unknown	false		# 168 erb, 69 stars, pushed 2021-08-17, via html.erb
Deanout/20in20		GPL-3.0	true		# 167+ erb, 96 stars, pushed 2023-01-19, via html.erb
AgileVentures/WebsiteOne		unknown	false		# 165 erb, 144 stars, pushed 2024-04-27, via html.erb
PurposeOpen/Platform		AGPL-3.0	true	PurposeOpen-Platform	# 165 erb, 52 stars, pushed 2015-02-23, via html.erb
ayb/chuckslist		unknown	false		# 132 erb + 32 rhtml, 77 stars, pushed 2011-10-29, via html.erb
binarylogic/authlogic_example		unknown	false		# 154 erb + 10 rhtml, 567 stars, pushed 2009-06-20, via html.erb
rism-digital/muscat		unknown	false		# 164 erb, 34 stars, pushed 2026-07-31, via html.erb
0din-ai/ai-scanner		Apache-2.0	true		# 163 erb, 634 stars, pushed 2026-07-30, via html.erb
internetee/registry		unknown	false		# 162 erb, 51 stars, pushed 2026-07-29, via html.erb
msjit/testcasedb		MIT	true		# 162 erb, 41 stars, pushed 2015-07-29, via html.erb
maearon/ruby-rails-boilerplate		BSD-3-Clause	true		# 160 erb, 35 stars, pushed 2025-12-15, via html.erb
CrisisCleanup/crisiscleanup-2		unknown	false		# 159 erb, 43 stars, pushed 2020-07-17, via html.erb
shakacode/react_on_rails		unknown	false		# 157 erb, 5190 stars, pushed 2026-08-02, via html.erb
LubyRuffy/fofa		unknown	false		# 156 erb, 359 stars, pushed 2020-10-01, via html.erb
robbyrussell/rubyurl		MIT	true		# 106 erb + 50 rhtml, 220 stars, pushed 2022-05-25, via rhtml
CircuitVerse/CircuitVerse		MIT	true		# 155 erb, 1243 stars, pushed 2026-08-01, via html.erb
gorails/gorails		MIT	true		# 155 erb, 35 stars, pushed 2023-01-19, via html.erb
killbill/killbill-admin-ui		MIT	true		# 155 erb, 67 stars, pushed 2026-08-02, via html.erb
thecartercenter/nemo		Apache-2.0	true		# 155 erb, 65 stars, pushed 2026-07-31, via html.erb
clemens/i18n_demo_app		unknown	false		# 143 erb + 9 rhtml, 74 stars, pushed 2009-02-16, via html.erb
janko/rodauth-rails		MIT	true		# 152 erb, 760 stars, pushed 2026-07-18, via html.erb
manyfold3d/manyfold		AGPL-3.0	true		# 152 erb, 2105 stars, pushed 2026-08-01, via html.erb
projectcypress/cypress		Apache-2.0	true		# 152 erb, 89 stars, pushed 2026-07-30, via html.erb
